Altium Designer Pick and Place Locations
D:\OneDrive\IRNAS-Common\_NEW-IRNAS-COMMON\SmartParks\Smartparks - Rhino tracker\v2.2\01_GPS\04_OUTPUT_FILES\Rhino - GPS_V2.5_PICK & PLACE\Rhino - GPS_V2.5_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       04/11/19
Time:       13:55
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"C8","CAP0402","-26.5000","32.1899","-26.5000","32.1899","-26.5000","32.6699","TopLayer","270","1uF"
"C6","CAP0402","-48.5500","37.5899","-48.5500","37.5899","-48.5500","38.0699","TopLayer","270","100nF"
"C5","CAP0402","-47.4100","37.5999","-47.4100","37.5999","-47.4100","38.0799","TopLayer","270","1uF"
"C2","CAP0805","-27.1000","39.2999","-27.1000","39.2999","-27.1000","40.2499","TopLayer","270","100uF"
"C1","CAP0805","-29.2700","39.2999","-29.2700","39.2999","-29.2700","40.2499","TopLayer","270","100uF"
"R14","RES0402","-24.9900","12.6999","-24.9900","12.6999","-24.4900","12.6999","TopLayer","180","100R"
"U8","SOT23-3AL","-45.5000","12.3999","-45.5000","12.3999","-46.4700","11.4299","TopLayer","90","DRV5032FBDBZR"
"C18","CAP0402","-43.4700","12.7699","-43.4700","12.7699","-43.4700","12.2899","TopLayer","90","1uF"
"C17","CAP0402","-28.8200","18.6499","-28.8200","18.6499","-28.8200","18.1699","TopLayer","90","1uF"
"C9","CAP0402","-27.6700","18.6499","-27.6700","18.6499","-27.6700","18.1699","TopLayer","90","100nF"
"T2","VMT6","-44.3800","18.8899","-44.3800","18.8899","-43.9500","19.3899","TopLayer","180","VT6M1T2CR"
"R19","RES0402","-42.7000","18.0199","-42.7000","18.0199","-42.7000","17.5199","TopLayer","90","100k"
"R18","RES0402","-42.2300","20.6499","-42.2300","20.6499","-41.7300","20.6499","TopLayer","180","390R"
"R17","RES0402","-41.0200","18.9599","-41.0200","18.9599","-40.5200","18.9599","TopLayer","180","100R"
"R16","RES0402","-44.2800","17.4499","-44.2800","17.4499","-43.7800","17.4499","TopLayer","180","100k"
"R12","RES0402","-44.2900","20.6299","-44.2900","20.6299","-43.7900","20.6299","TopLayer","180","220R"
"C12","CAP0402","-39.4600","18.4799","-39.4600","18.4799","-39.4600","17.9999","TopLayer","90","10nF"
"R10","RES0402","-24.5000","11.3699","-24.5000","11.3699","-24.0000","11.3699","TopLayer","180","100R"
"C4","CAP0603","-47.7200","9.3899","-47.7200","9.3899","-47.7200","8.6399","TopLayer","90","10uF"
"BAT1","SAFT_LS_14250PFR","-37.5980","14.7999","-50.3500","14.7999","-50.0960","9.7999","TopLayer","360","SAFT LS 14250PFR"
"U4","VDFN_2x2","-35.8100","13.7999","-35.8100","13.7999","-36.5600","12.7499","TopLayer","360","MCP1810T"
"U3","APDS-9306","-24.4800","8.5499","-24.4800","8.5499","-23.8300","9.1999","TopLayer","180","APDS-9306-065"
"R6","RES0402","-33.9500","14.2799","-33.9500","14.2799","-33.9500","14.7799","TopLayer","270","0R"
"R3","RES0402","-43.3300","8.1299","-43.3300","8.1299","-42.8300","8.1299","TopLayer","180","10k"
"C16","CAP0402","-37.6800","12.2599","-37.6800","12.2599","-37.6800","12.7399","TopLayer","270","2.2uF 6V3"
"C15","CAP0603","-38.0100","14.9199","-38.0100","14.9199","-38.0100","14.1699","TopLayer","90","4u7/16V"
"C10","CAP0402","-39.6800","21.3599","-39.6800","21.3599","-39.2000","21.3599","TopLayer","180","10nF"
"C8","CAP0402","-26.5000","8.5899","-26.5000","8.5899","-26.5000","9.0699","TopLayer","270","1uF"
"C6","CAP0402","-48.5500","13.9899","-48.5500","13.9899","-48.5500","14.4699","TopLayer","270","100nF"
"C5","CAP0402","-47.4100","13.9999","-47.4100","13.9999","-47.4100","14.4799","TopLayer","270","1uF"
"C2","CAP0805","-27.1000","15.6999","-27.1000","15.6999","-27.1000","16.6499","TopLayer","270","100uF"
"C1","CAP0805","-29.2700","15.6999","-29.2700","15.6999","-29.2700","16.6499","TopLayer","270","100uF"
"A1","MPA-184","-68.1500","14.5000","-69.2500","15.6000","-68.1500","14.5000","TopLayer","270","MPA-184 1594MHz"
"TP4","TestPoint:1.2x1.2mm","-56.0700","13.5900","-56.0700","13.5900","-56.0700","13.5900","TopLayer","90","TestPoint"
"TP3","TestPoint:1.2x1.2mm","-56.0800","15.4700","-56.0800","15.4700","-56.0800","15.4700","TopLayer","90","TestPoint"
"TP2","TestPoint:1.2x1.2mm","-56.1000","19.2900","-56.1000","19.2900","-56.1000","19.2900","TopLayer","180","TestPoint"
"TP1","TestPoint:1.2x1.2mm","-56.0800","17.3600","-56.0800","17.3600","-56.0800","17.3600","TopLayer","180","TestPoint"
"A1","MPA-184","-68.1500","38.1000","-69.2500","39.2000","-68.1500","38.1000","TopLayer","270","MPA-184 1594MHz"
"TP4","TestPoint:1.2x1.2mm","-56.0700","37.1900","-56.0700","37.1900","-56.0700","37.1900","TopLayer","90","TestPoint"
"TP3","TestPoint:1.2x1.2mm","-56.0800","39.0700","-56.0800","39.0700","-56.0800","39.0700","TopLayer","90","TestPoint"
"TP2","TestPoint:1.2x1.2mm","-56.1000","42.8900","-56.1000","42.8900","-56.1000","42.8900","TopLayer","180","TestPoint"
"TP1","TestPoint:1.2x1.2mm","-56.0800","40.9600","-56.0800","40.9600","-56.0800","40.9600","TopLayer","180","TestPoint"
"A1","MPA-184","-68.1500","61.7000","-69.2500","62.8000","-68.1500","61.7000","TopLayer","270","MPA-184 1594MHz"
"TP4","TestPoint:1.2x1.2mm","-56.0700","60.7900","-56.0700","60.7900","-56.0700","60.7900","TopLayer","90","TestPoint"
"TP3","TestPoint:1.2x1.2mm","-56.0800","62.6700","-56.0800","62.6700","-56.0800","62.6700","TopLayer","90","TestPoint"
"TP2","TestPoint:1.2x1.2mm","-56.1000","66.4900","-56.1000","66.4900","-56.1000","66.4900","TopLayer","180","TestPoint"
"TP1","TestPoint:1.2x1.2mm","-56.0800","64.5600","-56.0800","64.5600","-56.0800","64.5600","TopLayer","180","TestPoint"
